Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Switzerland,Super League,2021/2022,22/05/2022,15:30,Sion,Servette,3,3,D,1.8,3.75,4.67,1.91,4,4.9,1.75,3.76,4.41,,,
Switzerland,Super League,2021/2022,22/05/2022,15:30,St. Gallen,Lausanne,4,0,H,1.41,5.34,7.12,1.5,5.9,7.5,1.38,5.35,6.47,,,
Switzerland,Super League,2021/2022,22/05/2022,15:30,Young Boys,Grasshoppers,3,0,H,1.31,6.66,7.75,1.35,7,9.5,1.28,6.17,8.13,,,
Switzerland,Super League,2021/2022,22/05/2022,15:30,Zurich,Luzern,2,3,A,2.32,4.1,2.8,2.34,4.2,2.91,2.25,3.97,2.71,,,
Switzerland,Super League,2021/2022,29/05/2022,15:30,Luzern,Schaffhausen,2,0,H,1.72,4.29,4.49,1.73,4.61,4.79,1.69,4.11,4.29,,,
Switzerland,Super League,2022/2023,16/07/2022,17:00,Young Boys,Zurich,4,0,H,1.65,4.41,4.9,1.76,4.57,5.2,1.63,4.26,4.63,,,
Switzerland,Super League,2022/2023,16/07/2022,19:30,Winterthur,Basel,1,1,D,3.05,3.57,2.35,3.1,3.76,2.45,2.88,3.5,2.3,,,
Switzerland,Super League,2022/2023,17/07/2022,15:30,Lugano,Sion,2,3,A,1.85,3.75,4.36,1.95,3.81,4.36,1.87,3.63,3.89,,,
Switzerland,Super League,2022/2023,17/07/2022,15:30,Servette,St. Gallen,1,0,H,2.41,3.87,2.78,2.45,4,2.85,2.34,3.71,2.7,,,
Switzerland,Super League,2022/2023,23/07/2022,17:00,Zurich,Luzern,0,0,D,2.11,3.95,3.25,2.17,4,3.5,2.09,3.73,3.13,,,
Switzerland,Super League,2022/2023,23/07/2022,19:30,St. Gallen,Winterthur,2,0,H,1.71,4.38,4.45,1.8,4.42,4.5,1.7,4.18,4.2,,,
Switzerland,Super League,2022/2023,24/07/2022,13:15,Basel,Servette,1,1,D,1.94,3.96,3.74,1.96,4,3.95,1.89,3.76,3.68,,,
Switzerland,Super League,2022/2023,24/07/2022,15:30,Grasshoppers,Lugano,2,1,H,2.57,3.38,2.87,2.57,3.6,3.35,2.35,3.41,2.88,,,
Switzerland,Super League,2022/2023,24/07/2022,15:30,Sion,Young Boys,0,3,A,4.29,4.01,1.81,4.5,4.25,1.83,4.06,3.97,1.76,,,
Switzerland,Super League,2022/2023,30/07/2022,17:00,St. Gallen,Zurich,2,0,H,2.18,3.98,3.09,2.18,4.25,3.32,2.07,3.9,3.06,,,
Switzerland,Super League,2022/2023,30/07/2022,19:30,Sion,Servette,0,0,D,2.72,3.46,2.66,2.72,3.66,2.66,2.58,3.47,2.55,,,
Switzerland,Super League,2022/2023,31/07/2022,15:30,Winterthur,Lugano,1,4,A,2.68,3.35,2.77,2.68,3.55,2.77,2.54,3.31,2.67,,,
Switzerland,Super League,2022/2023,31/07/2022,15:30,Young Boys,Grasshoppers,1,1,D,1.35,5.92,7.88,1.35,6,9.5,1.3,5.65,8.2,,,
Switzerland,Super League,2022/2023,6/8/2022,17:00,Servette,Winterthur,1,0,H,1.72,3.99,4.85,1.9,4,4.85,1.75,3.81,4.31,,,
Switzerland,Super League,2022/2023,6/8/2022,19:30,Grasshoppers,St. Gallen,3,2,H,2.97,3.69,2.35,2.97,3.86,2.5,2.79,3.58,2.32,,,
Switzerland,Super League,2022/2023,7/8/2022,13:15,Zurich,Sion,0,3,A,1.81,4.07,4.23,1.9,4.15,4.5,1.8,3.83,3.98,,,
Switzerland,Super League,2022/2023,7/8/2022,15:30,Basel,Young Boys,0,0,D,3.04,3.8,2.26,3.25,3.93,2.26,2.95,3.68,2.18,,,
Switzerland,Super League,2022/2023,7/8/2022,15:30,Lugano,Luzern,1,2,A,2.3,3.61,3.1,2.35,3.76,3.1,2.27,3.52,2.91,,,
Switzerland,Super League,2022/2023,10/8/2022,18:00,Luzern,Grasshoppers,1,1,D,1.75,4.04,4.55,1.8,4.26,4.6,1.73,3.94,4.26,,,
Switzerland,Super League,2022/2023,13/08/2022,17:00,Sion,Grasshoppers,2,2,D,1.97,3.75,3.85,2.15,3.95,4,1.95,3.62,3.63,,,
Switzerland,Super League,2022/2023,13/08/2022,19:30,St. Gallen,Luzern,4,1,H,2.2,4.06,3.01,2.28,4.06,3.4,2.17,3.82,2.92,,,
Switzerland,Super League,2022/2023,14/08/2022,13:15,Winterthur,Zurich,1,1,D,3.27,3.78,2.16,3.39,3.81,2.2,3.15,3.59,2.13,,,
Switzerland,Super League,2022/2023,14/08/2022,15:30,Basel,Lugano,0,2,A,1.88,3.97,3.98,1.9,4,4.2,1.85,3.78,3.82,,,
Switzerland,Super League,2022/2023,14/08/2022,15:30,Young Boys,Servette,3,0,H,1.44,5.04,6.93,1.48,5.1,7.5,1.41,4.83,6.65,,,
Switzerland,Super League,2022/2023,27/08/2022,17:00,Luzern,Sion,2,0,H,2.07,3.91,3.38,2.1,3.95,3.64,2,3.72,3.38,,,
Switzerland,Super League,2022/2023,27/08/2022,19:30,Servette,Grasshoppers,3,1,H,1.9,3.76,4.12,1.9,3.96,4.2,1.86,3.68,3.89,,,
Switzerland,Super League,2022/2023,28/08/2022,13:15,Lugano,St. Gallen,2,3,A,2.67,3.99,2.45,2.8,4,2.45,2.66,3.76,2.35,,,
Switzerland,Super League,2022/2023,28/08/2022,15:30,Winterthur,Young Boys,1,5,A,5.31,4.24,1.63,6,4.5,1.63,5.27,4.15,1.57,,,
Switzerland,Super League,2022/2023,28/08/2022,15:30,Zurich,Basel,2,4,A,2.49,3.64,2.8,2.55,3.72,2.8,2.44,3.47,2.7,,,
Switzerland,Super League,2022/2023,3/9/2022,17:00,Sion,Basel,2,1,H,3.15,4.01,2.14,3.35,4.01,2.24,3.15,3.63,2.12,,,
Switzerland,Super League,2022/2023,3/9/2022,19:30,Zurich,Lugano,1,2,A,2.24,3.8,3.09,2.27,3.9,3.15,2.19,3.62,3.01,,,
Switzerland,Super League,2022/2023,4/9/2022,13:15,Luzern,Servette,0,2,A,2.62,3.66,2.65,2.62,3.72,2.8,2.52,3.48,2.61,,,
Switzerland,Super League,2022/2023,4/9/2022,15:30,Grasshoppers,Winterthur,3,0,H,2.26,3.72,3.1,2.38,3.72,3.2,2.25,3.51,2.97,,,
Switzerland,Super League,2022/2023,4/9/2022,15:30,St. Gallen,Young Boys,2,1,H,3.47,3.86,2.05,3.56,3.95,2.08,3.37,3.67,2.01,,,
Switzerland,Super League,2022/2023,10/9/2022,17:00,St. Gallen,Sion,1,2,A,1.64,4.39,5.02,1.7,4.57,5.02,1.62,4.3,4.65,,,
Switzerland,Super League,2022/2023,10/9/2022,19:30,Winterthur,Luzern,0,6,A,3.15,3.68,2.25,3.15,3.82,2.3,3.02,3.58,2.2,,,
Switzerland,Super League,2022/2023,11/9/2022,13:15,Servette,Zurich,3,2,H,1.91,3.86,3.96,2,4,4.2,1.86,3.75,3.82,,,
Switzerland,Super League,2022/2023,11/9/2022,15:30,Basel,Grasshoppers,5,1,H,1.74,3.97,4.79,1.75,4.5,5.1,1.7,3.94,4.5,,,
Switzerland,Super League,2022/2023,11/9/2022,15:30,Young Boys,Lugano,3,0,H,1.57,4.64,5.4,1.6,4.75,6.2,1.55,4.42,5.16,,,
Switzerland,Super League,2022/2023,1/10/2022,17:00,Basel,St. Gallen,3,2,H,2.22,3.97,3,2.22,4.02,3.3,2.16,3.79,2.97,,,
Switzerland,Super League,2022/2023,1/10/2022,19:30,Grasshoppers,Zurich,1,1,D,3.77,4,1.92,3.8,4.1,2.05,3.61,3.79,1.91,,,
Switzerland,Super League,2022/2023,2/10/2022,13:15,Sion,Winterthur,1,3,A,1.56,4.45,6.05,1.65,4.45,6.05,1.54,4.24,5.52,,,
Switzerland,Super League,2022/2023,2/10/2022,15:30,Lugano,Servette,1,0,H,2.47,3.53,2.95,2.6,3.67,3.1,2.4,3.4,2.84,,,
Switzerland,Super League,2022/2023,2/10/2022,15:30,Luzern,Young Boys,1,2,A,3.73,3.92,1.98,3.85,4,2,3.54,3.76,1.94,,,
Switzerland,Super League,2022/2023,8/10/2022,17:00,Grasshoppers,Sion,4,4,D,3.13,3.9,2.18,3.13,3.93,2.23,2.99,3.7,2.16,,,
Switzerland,Super League,2022/2023,8/10/2022,19:30,Young Boys,St. Gallen,2,1,H,1.64,4.51,4.86,1.62,4.6,5.25,1.58,4.38,4.84,,,
Switzerland,Super League,2022/2023,9/10/2022,13:15,Servette,Luzern,1,1,D,2.18,3.96,3.1,2.2,3.96,3.1,2.16,3.61,3.03,,,
Switzerland,Super League,2022/2023,9/10/2022,15:30,Lugano,Basel,1,0,H,2.52,3.45,2.88,2.7,3.63,2.95,2.46,3.39,2.75,,,
Switzerland,Super League,2022/2023,9/10/2022,15:30,Zurich,Winterthur,0,0,D,1.63,4.32,5.17,1.66,4.28,5,1.63,4.05,4.74,,,
Switzerland,Super League,2022/2023,15/10/2022,17:00,Sion,Luzern,2,0,H,2.65,3.77,2.56,2.63,3.9,2.6,2.54,3.64,2.5,,,
Switzerland,Super League,2022/2023,15/10/2022,19:30,Winterthur,Grasshoppers,1,0,H,2.33,3.61,3.06,2.4,3.75,3,2.26,3.47,2.93,,,
Switzerland,Super League,2022/2023,16/10/2022,13:15,St. Gallen,Lugano,1,1,D,1.94,4.13,3.6,1.95,4.1,3.75,1.89,3.86,3.56,,,
Switzerland,Super League,2022/2023,16/10/2022,15:30,Servette,Basel,0,0,D,2.28,3.9,2.96,2.3,3.76,3.03,2.24,3.61,2.91,,,
Switzerland,Super League,2022/2023,16/10/2022,15:30,Zurich,Young Boys,0,0,D,3.56,4.15,1.95,3.75,4.15,1.96,3.44,3.85,1.93,,,
Switzerland,Super League,2022/2023,18/10/2022,19:30,Winterthur,Sion,1,0,H,3.13,3.81,2.21,3.13,3.77,2.28,3.02,3.57,2.2,,,
Switzerland,Super League,2022/2023,19/10/2022,19:30,Luzern,St. Gallen,3,3,D,2.3,3.89,2.93,2.55,4,2.93,2.35,3.71,2.73,,,
Switzerland,Super League,2022/2023,19/10/2022,19:30,Lugano,Young Boys,1,4,A,3.76,3.71,2,3.8,3.86,2.01,3.61,3.64,1.95,,,
Switzerland,Super League,2022/2023,20/10/2022,19:30,Grasshoppers,Servette,2,3,A,3.14,3.81,2.15,3.25,3.81,2.25,3.07,3.55,2.16,,,
Switzerland,Super League,2022/2023,20/10/2022,19:30,Basel,Zurich,0,0,D,1.89,4.03,3.71,1.91,4,4,1.87,3.73,3.73,,,
Switzerland,Super League,2022/2023,22/10/2022,17:00,Young Boys,Sion,1,1,D,1.5,4.79,6.21,1.5,5,8,1.46,4.68,6.07,,,
Switzerland,Super League,2022/2023,22/10/2022,19:30,Luzern,Lugano,3,1,H,2.01,3.85,3.61,2.05,3.81,3.6,1.97,3.66,3.49,,,
Switzerland,Super League,2022/2023,23/10/2022,13:15,Basel,Winterthur,3,1,H,1.49,4.75,6.47,1.48,4.77,7,1.43,4.58,6.52,,,
Switzerland,Super League,2022/2023,23/10/2022,15:30,St. Gallen,Servette,1,1,D,2.01,3.88,3.58,2.1,3.97,3.53,2,3.71,3.32,,,
Switzerland,Super League,2022/2023,23/10/2022,15:30,Zurich,Grasshoppers,1,4,A,1.81,4.06,4.2,1.8,4.05,4.5,1.75,3.87,4.18,,,
Switzerland,Super League,2022/2023,29/10/2022,17:00,Grasshoppers,Luzern,1,3,A,3.36,3.91,2.08,3.4,3.93,2.15,3.23,3.71,2.05,,,
Switzerland,Super League,2022/2023,29/10/2022,19:30,Servette,Lugano,2,2,D,1.96,3.75,3.86,2,3.83,4,1.92,3.61,3.73,,,
Switzerland,Super League,2022/2023,30/10/2022,13:15,Sion,Zurich,0,1,A,2.21,3.88,3.09,2.4,3.85,3.1,2.22,3.56,2.96,,,
Switzerland,Super League,2022/2023,30/10/2022,15:30,Winterthur,St. Gallen,1,0,H,3.76,4.24,1.88,4.2,4.1,1.89,3.74,3.83,1.85,,,
Switzerland,Super League,2022/2023,30/10/2022,15:30,Young Boys,Basel,3,1,H,1.66,4.1,5.21,1.67,4.31,5.2,1.64,4.02,4.83,,,
Switzerland,Super League,2022/2023,5/11/2022,17:00,St. Gallen,Grasshoppers,2,1,H,1.62,4.61,4.91,1.7,4.55,5,1.59,4.36,4.77,,,
Switzerland,Super League,2022/2023,5/11/2022,19:30,Luzern,Winterthur,1,1,D,1.67,4.2,5.01,1.67,4.33,5.5,1.62,4.04,4.95,,,
Switzerland,Super League,2022/2023,6/11/2022,13:15,Servette,Young Boys,0,0,D,,,,4,3.8,2,3.61,3.61,1.94,,,
Switzerland,Super League,2022/2023,6/11/2022,15:30,Basel,Sion,0,0,D,1.82,4.07,4.15,1.85,4,4.33,1.78,3.82,4.07,,,
Switzerland,Super League,2022/2023,6/11/2022,15:30,Lugano,Zurich,2,0,H,2.34,3.46,3.15,2.3,3.44,3.35,2.26,3.33,3.06,,,
Switzerland,Super League,2022/2023,9/11/2022,19:30,Luzern,Basel,0,2,A,2.23,3.68,3.18,2.35,3.8,3.2,2.2,3.58,3.02,,,
Switzerland,Super League,2022/2023,12/11/2022,17:00,Sion,St. Gallen,2,7,A,2.7,3.7,2.55,2.7,3.77,2.6,2.61,3.57,2.48,,,
Switzerland,Super League,2022/2023,12/11/2022,19:30,Grasshoppers,Basel,1,0,H,3.56,3.96,1.99,3.6,3.96,2.05,3.42,3.71,1.98,,,
Switzerland,Super League,2022/2023,13/11/2022,13:15,Zurich,Servette,4,1,H,2,3.53,3.98,2.4,3.6,4,2.2,3.39,3.2,,,
Switzerland,Super League,2022/2023,13/11/2022,15:30,Lugano,Winterthur,3,1,H,1.8,3.9,4.45,1.8,4,4.41,1.75,3.79,4.29,,,
Switzerland,Super League,2022/2023,13/11/2022,15:30,Young Boys,Luzern,3,0,H,1.56,4.48,5.78,1.55,4.75,6.4,1.5,4.48,5.68,,,
Switzerland,Super League,2022/2023,21/01/2023,17:00,Luzern,Zurich,2,2,D,2.34,3.6,3.05,2.35,3.65,3.25,2.24,3.49,2.99,,,
Switzerland,Super League,2022/2023,21/01/2023,19:30,Grasshoppers,Young Boys,1,2,A,4.28,4.04,1.8,5,4.55,1.81,4.25,3.95,1.73,,,
Switzerland,Super League,2022/2023,22/01/2023,13:15,Sion,Lugano,2,3,A,2.68,3.37,2.75,2.69,3.5,2.78,2.56,3.33,2.67,,,
Switzerland,Super League,2022/2023,22/01/2023,15:30,St. Gallen,Basel,1,1,D,2.35,3.78,2.91,2.35,3.9,3.1,2.27,3.65,2.85,,,
Switzerland,Super League,2022/2023,28/01/2023,17:00,Lugano,Grasshoppers,1,1,D,1.84,3.84,4.31,1.86,3.9,4.36,1.81,3.74,4.1,,,
Switzerland,Super League,2022/2023,28/01/2023,19:30,Basel,Luzern,2,3,A,2.21,3.54,3.34,2.33,3.76,3.47,2.19,3.48,3.11,,,
Switzerland,Super League,2022/2023,29/01/2023,13:15,Young Boys,Winterthur,5,1,H,1.28,5.58,11.71,1.3,5.8,12,1.28,5.44,10.28,,,
Switzerland,Super League,2022/2023,29/01/2023,15:30,Servette,Sion,2,2,D,2.09,3.49,3.71,2.12,3.51,3.93,2.06,3.34,3.57,,,
Switzerland,Super League,2022/2023,29/01/2023,15:30,Zurich,St. Gallen,1,0,H,2.33,3.66,3.02,2.4,3.72,3.15,2.26,3.54,2.93,,,
Switzerland,Super League,2022/2023,4/2/2023,17:00,Grasshoppers,Basel,1,0,H,3.37,3.85,2.09,3.64,3.91,2.1,3.43,3.68,2,,,
Switzerland,Super League,2022/2023,4/2/2023,19:30,St. Gallen,Servette,3,0,H,2.12,3.53,3.59,2.12,3.77,3.72,2.02,3.58,3.44,,,
Switzerland,Super League,2022/2023,5/2/2023,13:15,Sion,Zurich,0,1,A,3.29,3.65,2.19,3.35,3.68,2.25,3.13,3.51,2.17,,,
Switzerland,Super League,2022/2023,5/2/2023,15:30,Luzern,Young Boys,1,1,D,4.17,3.88,1.86,4.33,3.94,1.92,3.86,3.76,1.86,,,
Switzerland,Super League,2022/2023,5/2/2023,15:30,Winterthur,Lugano,1,0,H,3.19,3.57,2.27,3.19,3.6,2.41,3.01,3.41,2.28,,,
Switzerland,Super League,2022/2023,11/2/2023,17:00,Servette,Grasshoppers,2,1,H,1.75,4.02,4.64,1.75,4.1,4.7,1.72,3.86,4.45,,,
Switzerland,Super League,2022/2023,11/2/2023,19:30,Basel,Sion,3,1,H,1.6,4.39,5.48,1.61,4.6,5.75,1.56,4.25,5.29,,,
Switzerland,Super League,2022/2023,12/2/2023,13:15,Lugano,Luzern,1,1,D,2.56,3.76,2.65,2.58,3.76,2.75,2.49,3.53,2.65,,,
Switzerland,Super League,2022/2023,12/2/2023,15:30,Young Boys,St. Gallen,5,1,H,1.68,4.48,4.53,1.74,4.7,5,1.66,4.26,4.45,,,
Switzerland,Super League,2022/2023,12/2/2023,15:30,Zurich,Winterthur,1,1,D,1.57,3.95,6.71,1.58,4.1,7,1.55,3.91,6.12,,,
Switzerland,Super League,2022/2023,15/02/2023,17:45,Winterthur,Servette,1,2,A,2.95,3.29,2.57,3.05,3.35,2.57,2.93,3.22,2.42,,,
Switzerland,Super League,2022/2023,18/02/2023,17:00,Winterthur,Sion,1,1,D,2.52,3.42,2.9,2.54,3.48,2.96,2.44,3.33,2.83,,,
Switzerland,Super League,2022/2023,18/02/2023,19:30,Young Boys,Lugano,1,1,D,1.49,4.53,6.94,1.5,4.8,7.3,1.46,4.46,6.44,,,
Switzerland,Super League,2022/2023,19/02/2023,13:15,St. Gallen,Luzern,2,2,D,2,4.02,3.49,2.11,4.02,3.5,2,3.8,3.32,,,
Switzerland,Super League,2022/2023,19/02/2023,15:30,Basel,Servette,2,2,D,1.83,3.84,4.41,1.87,3.94,4.5,1.82,3.68,4.11,,,
Switzerland,Super League,2022/2023,19/02/2023,15:30,Grasshoppers,Zurich,1,2,A,4.18,3.8,1.88,4.22,3.8,1.91,3.94,3.64,1.86,,,
Switzerland,Super League,2022/2023,25/02/2023,17:00,Sion,St. Gallen,0,4,A,3.02,3.89,2.24,3.2,3.9,2.31,2.9,3.74,2.21,,,
Switzerland,Super League,2022/2023,25/02/2023,19:30,Zurich,Young Boys,2,2,D,2.7,3.44,2.68,2.88,3.49,2.76,2.62,3.33,2.6,,,
Switzerland,Super League,2022/2023,26/02/2023,13:15,Luzern,Grasshoppers,1,0,H,1.7,4.12,4.87,1.72,4.25,4.9,1.68,4.02,4.54,,,
Switzerland,Super League,2022/2023,26/02/2023,15:30,Lugano,Basel,2,2,D,2.67,3.56,2.63,2.8,3.65,2.64,2.6,3.48,2.54,,,
Switzerland,Super League,2022/2023,26/02/2023,15:30,Servette,Winterthur,1,1,D,1.72,3.64,5.56,1.72,3.8,5.68,1.68,3.64,5.08,,,
Switzerland,Super League,2022/2023,4/3/2023,17:00,Winterthur,Young Boys,1,1,D,6.42,4.55,1.51,6.6,4.55,1.62,5.74,4.21,1.53,,,
Switzerland,Super League,2022/2023,4/3/2023,19:30,Luzern,Basel,0,1,A,2.41,3.61,2.93,2.51,3.68,2.93,2.4,3.49,2.75,,,
Switzerland,Super League,2022/2023,5/3/2023,13:15,St. Gallen,Grasshoppers,1,1,D,1.76,4.1,4.44,1.78,4.2,4.58,1.73,4,4.14,,,
Switzerland,Super League,2022/2023,5/3/2023,15:30,Sion,Lugano,1,1,D,2.89,3.4,2.54,2.89,3.55,2.54,2.76,3.34,2.45,,,
Switzerland,Super League,2022/2023,5/3/2023,15:30,Zurich,Servette,1,1,D,2.14,3.52,3.53,2.18,3.64,3.69,2.07,3.41,3.44,,,
Switzerland,Super League,2022/2023,11/3/2023,17:00,Young Boys,Sion,4,0,H,1.32,5.59,9.95,1.33,5.7,10,1.31,5.36,8.63,,,
Switzerland,Super League,2022/2023,11/3/2023,19:30,Lugano,Zurich,2,0,H,2.41,3.32,3.15,2.46,3.4,3.17,2.35,3.23,3.01,,,
Switzerland,Super League,2022/2023,12/3/2023,13:15,Servette,Luzern,0,1,A,2.1,3.72,3.45,2.12,3.75,3.51,2.06,3.57,3.32,,,
Switzerland,Super League,2022/2023,12/3/2023,15:30,Basel,St. Gallen,1,1,D,1.83,4.17,4.03,1.93,4.2,4.03,1.84,3.91,3.73,,,
Switzerland,Super League,2022/2023,12/3/2023,15:30,Grasshoppers,Winterthur,2,1,H,2.07,3.53,3.73,2.15,3.6,3.75,2.07,3.41,3.43,,,
Switzerland,Super League,2022/2023,18/03/2023,17:00,Zurich,Luzern,2,1,H,2.02,3.64,3.77,2.1,3.7,3.86,1.97,3.51,3.61,,,
Switzerland,Super League,2022/2023,18/03/2023,19:30,Sion,Grasshoppers,1,2,A,2.51,3.5,2.87,2.51,3.58,2.95,2.41,3.4,2.78,,,
Switzerland,Super League,2022/2023,19/03/2023,13:15,Winterthur,St. Gallen,1,0,H,3.92,3.92,1.91,4,3.94,1.95,3.7,3.69,1.9,,,
Switzerland,Super League,2022/2023,19/03/2023,15:30,Lugano,Servette,1,1,D,2.23,3.48,3.35,2.34,3.54,3.45,2.19,3.36,3.18,,,
Switzerland,Super League,2022/2023,19/03/2023,15:30,Young Boys,Basel,3,0,H,1.65,4.26,5.14,1.72,4.4,5.4,1.61,4.12,4.92,,,
Switzerland,Super League,2022/2023,1/4/2023,17:00,Servette,Young Boys,2,1,H,3.43,3.53,2.18,3.8,3.9,2.2,3.37,3.5,2.07,,,
Switzerland,Super League,2022/2023,1/4/2023,19:30,Basel,Winterthur,2,0,H,1.52,4.51,6.31,1.53,4.6,6.5,1.5,4.27,6,,,
Switzerland,Super League,2022/2023,2/4/2023,13:15,Grasshoppers,Lugano,2,1,H,3,3.45,2.44,3.07,3.54,2.6,2.87,3.38,2.38,,,
Switzerland,Super League,2022/2023,2/4/2023,15:30,Luzern,Sion,1,2,A,1.51,4.53,6.42,1.77,4.75,6.7,1.49,4.43,5.88,,,
Switzerland,Super League,2022/2023,2/4/2023,15:30,St. Gallen,Zurich,2,2,D,2.22,3.79,3.13,2.3,3.83,3.25,2.19,3.6,3.01,,,
Switzerland,Super League,2022/2023,8/4/2023,17:00,Zurich,Basel,1,1,D,2.23,3.49,3.36,2.25,3.58,3.36,2.17,3.4,3.21,,,
Switzerland,Super League,2022/2023,8/4/2023,19:30,Sion,Servette,2,2,D,4.31,3.84,1.84,4.5,3.85,1.89,4.13,3.66,1.82,,,
Switzerland,Super League,2022/2023,10/4/2023,13:15,Lugano,St. Gallen,1,1,D,2.57,3.57,2.75,2.65,4,4.75,2.4,3.48,2.89,,,
Switzerland,Super League,2022/2023,10/4/2023,15:30,Winterthur,Luzern,1,2,A,3.73,3.53,2.07,3.75,3.81,2.15,3.48,3.43,2.06,,,
Switzerland,Super League,2022/2023,10/4/2023,15:30,Young Boys,Grasshoppers,2,0,H,1.27,6.46,9.94,1.35,6.46,11.5,1.27,5.82,9.3,,,
Switzerland,Super League,2022/2023,15/04/2023,17:00,Servette,Lugano,0,0,D,2.02,3.61,3.8,2.06,3.64,3.84,1.99,3.45,3.63,,,
Switzerland,Super League,2022/2023,15/04/2023,19:30,Luzern,Zurich,4,1,H,2.46,3.47,2.96,2.46,3.65,2.96,2.38,3.4,2.83,,,
Switzerland,Super League,2022/2023,16/04/2023,13:15,St. Gallen,Winterthur,2,3,A,1.52,4.67,6.07,1.53,4.79,6.5,1.48,4.47,5.96,,,
Switzerland,Super League,2022/2023,16/04/2023,15:30,Basel,Young Boys,1,1,D,4.05,3.86,1.89,4.29,3.98,1.91,3.92,3.79,1.82,,,
Switzerland,Super League,2022/2023,16/04/2023,15:30,Grasshoppers,Sion,1,3,A,1.92,3.87,3.92,1.96,3.87,3.92,1.9,3.65,3.73,,,
Switzerland,Super League,2022/2023,22/04/2023,17:00,Winterthur,Grasshoppers,1,2,A,2.8,3.35,2.65,2.86,3.45,2.75,2.69,3.28,2.56,,,
Switzerland,Super League,2022/2023,22/04/2023,19:30,Young Boys,Servette,6,1,H,1.49,4.74,6.49,1.55,4.8,6.49,1.49,4.47,5.73,,,
Switzerland,Super League,2022/2023,23/04/2023,13:15,Basel,Luzern,0,2,A,2.51,3.65,2.78,2.65,3.72,3,2.4,3.48,2.74,,,
Switzerland,Super League,2022/2023,23/04/2023,15:30,Lugano,Sion,2,0,H,1.6,4.19,5.75,1.71,4.4,6,1.57,4.1,5.45,,,
Switzerland,Super League,2022/2023,23/04/2023,15:30,Zurich,St. Gallen,1,0,H,2.17,3.8,3.23,2.22,3.82,3.4,2.14,3.58,3.14,,,
Switzerland,Super League,2022/2023,25/04/2023,19:30,Grasshoppers,Young Boys,4,1,H,5.55,4.67,1.56,6,4.75,1.57,5.47,4.48,1.52,,,
Switzerland,Super League,2022/2023,26/04/2023,19:30,Servette,Zurich,4,0,H,2.08,3.58,3.65,2.2,3.6,3.66,2.09,3.39,3.42,,,
Switzerland,Super League,2022/2023,26/04/2023,19:30,St. Gallen,Lugano,1,2,A,1.93,3.88,3.84,1.95,3.9,3.86,1.91,3.7,3.66,,,
Switzerland,Super League,2022/2023,27/04/2023,19:30,Luzern,Winterthur,3,1,H,1.43,4.84,7.43,1.49,4.84,7.43,1.43,4.59,6.61,,,
Switzerland,Super League,2022/2023,27/04/2023,19:30,Sion,Basel,1,2,A,4.16,3.81,1.88,4.16,3.84,1.95,3.84,3.61,1.89,,,
Switzerland,Super League,2022/2023,29/04/2023,19:30,Lugano,Grasshoppers,5,1,H,1.87,3.84,4.16,1.91,4.1,4.3,1.83,3.74,3.95,,,
Switzerland,Super League,2022/2023,29/04/2023,19:30,Servette,St. Gallen,1,1,D,2.11,4.11,3.16,2.12,4.11,3.59,2.02,3.82,3.22,,,
Switzerland,Super League,2022/2023,30/04/2023,13:15,Zurich,Sion,2,2,D,1.47,4.44,7.51,1.63,4.6,7.6,1.45,4.33,6.85,,,
Switzerland,Super League,2022/2023,30/04/2023,15:30,Winterthur,Basel,1,4,A,3.24,3.64,2.22,3.35,3.65,2.25,3.1,3.5,2.18,,,
Switzerland,Super League,2022/2023,30/04/2023,15:30,Young Boys,Luzern,5,1,H,1.63,4.5,4.95,1.67,4.8,5.3,1.61,4.38,4.61,,,
Switzerland,Super League,2022/2023,6/5/2023,17:00,Sion,Winterthur,0,1,A,2.26,3.53,3.24,2.27,3.6,3.35,2.19,3.41,3.17,,,
Switzerland,Super League,2022/2023,6/5/2023,19:30,St. Gallen,Young Boys,0,2,A,2.78,3.9,2.4,2.8,3.95,2.45,2.68,3.74,2.35,,,
Switzerland,Super League,2022/2023,7/5/2023,13:15,Luzern,Lugano,2,2,D,1.79,4.12,4.23,1.82,4.2,4.4,1.76,3.97,4.05,,,
Switzerland,Super League,2022/2023,7/5/2023,15:30,Basel,Zurich,0,2,A,2,3.68,3.9,2.05,3.85,3.9,1.96,3.54,3.67,,,
Switzerland,Super League,2022/2023,7/5/2023,15:30,Grasshoppers,Servette,2,3,A,3.74,3.82,1.99,3.8,3.84,2.05,3.57,3.66,1.95,,,
Switzerland,Super League,2022/2023,13/05/2023,17:00,Grasshoppers,Luzern,2,0,H,4.21,4.27,1.77,4.45,4.3,1.8,4.1,3.98,1.75,,,
Switzerland,Super League,2022/2023,13/05/2023,19:30,Servette,Sion,5,0,H,1.33,5.78,8.73,1.35,6,8.8,1.32,5.5,7.93,,,
Switzerland,Super League,2022/2023,14/05/2023,13:15,Young Boys,Zurich,1,1,D,1.49,4.6,6.72,1.53,4.75,6.74,1.47,4.46,6.17,,,
Switzerland,Super League,2022/2023,14/05/2023,15:30,Lugano,Winterthur,2,1,H,1.74,3.9,4.95,1.74,4,5,1.7,3.83,4.63,,,
