Brazil,Serie A,2023,11/6/2023,22:30,Flamengo RJ,Gremio,3,0,H,1.61,4.2,5.82,1.65,4.32,6,1.59,4,5.49
Brazil,Serie A,2023,11/6/2023,22:30,Goias,Fluminense,2,2,D,3.49,3.3,2.28,3.68,3.38,2.28,3.45,3.22,2.18
Brazil,Serie A,2023,21/06/2023,23:00,Cruzeiro,Fortaleza,0,1,A,1.94,3.51,4.34,2,3.56,4.4,1.93,3.42,4.02
Brazil,Serie A,2023,21/06/2023,23:00,Sao Paulo,Athletico-PR,2,1,H,1.81,3.51,5.17,1.82,3.7,5.3,1.78,3.45,4.78
Brazil,Serie A,2023,22/06/2023,0:00,Santos,Corinthians,0,2,A,2.28,3,3.9,2.38,3.09,3.95,2.26,2.89,3.67
Brazil,Serie A,2023,22/06/2023,1:30,Bahia,Palmeiras,1,0,H,3.68,3.5,2.12,3.99,3.58,2.16,3.58,3.38,2.06
Brazil,Serie A,2023,22/06/2023,1:30,Fluminense,Atletico-MG,1,1,D,2.97,3.22,2.63,2.97,3.25,2.83,2.82,3.09,2.61
Brazil,Serie A,2023,22/06/2023,23:00,Gremio,America MG,3,1,H,1.7,3.81,5.52,1.72,4.35,5.75,1.66,3.89,5.03
Brazil,Serie A,2023,23/06/2023,0:00,Coritiba,Internacional,0,1,A,2.75,3.01,3.02,2.91,3.1,3.02,2.67,2.95,2.87
Brazil,Serie A,2023,23/06/2023,0:00,Cuiaba,Botafogo RJ,0,1,A,2.73,2.98,3.08,3.31,3.16,3.18,2.64,2.98,2.88
Brazil,Serie A,2023,23/06/2023,0:00,Vasco,Goias,0,1,A,1.99,3.31,4.46,2.02,3.72,5.2,1.91,3.32,4.3
Brazil,Serie A,2023,23/06/2023,1:30,Bragantino,Flamengo RJ,4,0,H,3.23,3.36,2.38,3.35,3.62,2.42,2.99,3.35,2.34
Brazil,Serie A,2023,24/06/2023,20:00,Athletico-PR,Corinthians,1,0,H,1.95,3.24,4.73,2.03,3.28,4.84,1.95,3.14,4.36
Brazil,Serie A,2023,24/06/2023,22:30,Fluminense,Bahia,2,1,H,1.55,4.18,6.78,1.62,4.35,7.1,1.54,4.09,6.07
Brazil,Serie A,2023,24/06/2023,22:30,Fortaleza,Atletico-MG,2,1,H,2.86,3.12,2.81,3,3.21,2.81,2.75,3.05,2.71
Brazil,Serie A,2023,25/06/2023,1:00,Cruzeiro,Sao Paulo,1,0,H,2.3,3.18,3.58,2.4,3.38,3.64,2.22,3.19,3.37
Brazil,Serie A,2023,25/06/2023,20:00,Gremio,Coritiba,5,1,H,1.53,4.33,6.7,1.57,4.5,6.75,1.51,4.2,6.22
Brazil,Serie A,2023,25/06/2023,20:00,Palmeiras,Botafogo RJ,0,1,A,1.45,4.73,7.59,1.53,4.75,7.59,1.45,4.46,6.74
Brazil,Serie A,2023,25/06/2023,22:30,America MG,Internacional,1,2,A,2.01,3.46,4.14,2.24,3.53,4.2,1.98,3.34,3.9
Brazil,Serie A,2023,25/06/2023,22:30,Bragantino,Goias,2,0,H,1.43,4.79,8.14,1.45,4.8,8.26,1.41,4.56,7.68
Brazil,Serie A,2023,25/06/2023,22:30,Santos,Flamengo RJ,2,3,A,3.48,3.21,2.33,3.63,3.29,2.4,3.29,3.12,2.3
Brazil,Serie A,2023,27/06/2023,1:00,Vasco,Cuiaba,1,0,H,2.24,3.11,3.85,2.29,3.28,3.91,2.2,3.08,3.56
Brazil,Serie A,2023,1/7/2023,20:00,Sao Paulo,Fluminense,1,0,H,2.17,3.47,3.57,2.2,3.53,3.57,2.13,3.37,3.39
Brazil,Serie A,2023,1/7/2023,22:30,Bahia,Gremio,1,2,A,2.94,3.28,2.62,2.98,3.5,2.88,2.74,3.32,2.54
Brazil,Serie A,2023,1/7/2023,22:30,Flamengo RJ,Fortaleza,2,0,H,1.61,4.11,6,1.63,4.28,6.14,1.59,3.98,5.55
Brazil,Serie A,2023,2/7/2023,1:00,Internacional,Cruzeiro,0,0,D,2.06,3.3,4.17,2.24,3.35,4.17,2.08,3.18,3.76
Brazil,Serie A,2023,2/7/2023,15:00,Corinthians,Bragantino,0,1,A,2.92,2.92,2.92,3.15,3.1,2.99,2.77,2.96,2.78
Brazil,Serie A,2023,2/7/2023,20:00,Athletico-PR,Palmeiras,2,2,D,2.35,3.24,3.4,2.86,3.31,3.55,2.31,3.14,3.26
Brazil,Serie A,2023,2/7/2023,20:00,Atletico-MG,America MG,2,2,D,1.54,4.01,7.6,1.56,4.35,8.08,1.5,3.94,7.09
Brazil,Serie A,2023,2/7/2023,20:00,Botafogo RJ,Vasco,2,0,H,1.97,3.41,4.37,1.97,3.7,5.25,1.89,3.35,4.3
Brazil,Serie A,2023,2/7/2023,22:30,Cuiaba,Santos,3,0,H,1.96,3.24,4.72,2.17,3.25,4.9,1.95,3.09,4.48
Brazil,Serie A,2023,4/7/2023,0:00,Goias,Coritiba,1,2,A,2.18,3.33,3.71,2.2,3.4,4.09,2.12,3.2,3.61
Brazil,Serie A,2023,8/7/2023,20:00,Cuiaba,Bahia,1,1,D,1.79,3.5,5.39,1.84,3.64,5.4,1.77,3.39,5.04
Brazil,Serie A,2023,8/7/2023,20:00,Vasco,Cruzeiro,0,1,A,2.98,3.23,2.61,3.05,3.3,2.68,2.87,3.13,2.55
Brazil,Serie A,2023,8/7/2023,22:30,Atletico-MG,Corinthians,0,1,A,1.79,3.32,5.91,1.86,3.6,5.91,1.77,3.25,5.31
Brazil,Serie A,2023,8/7/2023,22:30,Coritiba,America MG,3,1,H,2.17,3.41,3.64,2.31,3.5,3.75,2.14,3.31,3.44
Brazil,Serie A,2023,9/7/2023,1:00,Palmeiras,Flamengo RJ,1,1,D,1.85,3.94,4.27,2.05,3.96,4.5,1.86,3.68,4.01
Brazil,Serie A,2023,9/7/2023,15:00,Santos,Goias,4,3,H,1.98,3.25,4.61,1.98,3.45,4.8,1.93,3.23,4.39
Brazil,Serie A,2023,9/7/2023,20:00,Bragantino,Sao Paulo,0,0,D,1.68,3.81,5.75,1.87,3.9,5.75,1.67,3.68,5.23
Brazil,Serie A,2023,9/7/2023,20:00,Fluminense,Internacional,2,0,H,1.93,3.44,4.58,1.97,3.6,4.6,1.89,3.36,4.34
Brazil,Serie A,2023,9/7/2023,22:30,Fortaleza,Athletico-PR,1,0,H,1.53,4.11,7.49,1.7,4.2,7.6,1.53,3.93,6.75
Brazil,Serie A,2023,9/7/2023,22:30,Gremio,Botafogo RJ,0,2,A,1.85,3.69,4.76,1.97,3.85,4.9,1.8,3.53,4.48
Brazil,Serie A,2023,16/07/2023,1:00,Botafogo RJ,Bragantino,2,0,H,2.14,3.32,3.83,2.19,3.5,3.96,2.09,3.28,3.66
Brazil,Serie A,2023,16/07/2023,15:00,Cruzeiro,Coritiba,0,0,D,1.66,3.79,6.03,1.66,4.1,6.6,1.61,3.77,5.81
Brazil,Serie A,2023,16/07/2023,20:00,Fluminense,Flamengo RJ,0,0,D,2.85,3.32,2.66,2.94,3.41,2.68,2.78,3.25,2.55
Brazil,Serie A,2023,16/07/2023,20:00,Fortaleza,Cuiaba,0,1,A,1.79,3.5,5.42,1.82,3.72,5.6,1.76,3.46,5
Brazil,Serie A,2023,16/07/2023,20:00,Sao Paulo,Santos,4,1,H,1.65,3.67,6.61,1.66,3.81,7.2,1.62,3.54,6.34
Brazil,Serie A,2023,16/07/2023,22:30,Athletico-PR,Bahia,2,0,H,1.59,4.14,6.25,1.63,4.32,6.3,1.57,3.99,5.8
Brazil,Serie A,2023,16/07/2023,22:30,Internacional,Palmeiras,0,0,D,2.83,3.15,2.8,3.02,3.23,2.8,2.77,3.06,2.68
Brazil,Serie A,2023,18/07/2023,0:00,Goias,Atletico-MG,0,0,D,4.27,3.46,1.98,4.47,3.7,2.02,4.05,3.36,1.94
Brazil,Serie A,2023,22/07/2023,20:00,Flamengo RJ,America MG,1,1,D,1.35,5.17,10.13,1.36,5.6,11,1.33,5.1,9.18
Brazil,Serie A,2023,22/07/2023,20:00,Palmeiras,Fortaleza,3,1,H,1.55,4.05,7.15,1.57,4.55,8,1.51,4.02,6.62
Brazil,Serie A,2023,22/07/2023,22:30,Bahia,Corinthians,0,0,D,2.28,3.11,3.74,2.44,3.2,3.85,2.22,3.07,3.59
Brazil,Serie A,2023,22/07/2023,22:30,Cuiaba,Sao Paulo,2,1,H,2.86,3.01,2.9,2.98,3.16,2.91,2.77,2.97,2.74
Brazil,Serie A,2023,23/07/2023,1:00,Gremio,Atletico-MG,1,0,H,2.48,3.2,3.21,2.49,3.4,3.35,2.39,3.15,3.11
Brazil,Serie A,2023,23/07/2023,20:00,Bragantino,Internacional,0,0,D,1.75,3.72,5.31,1.8,3.75,5.4,1.74,3.53,4.97
Brazil,Serie A,2023,23/07/2023,20:00,Cruzeiro,Goias,0,1,A,1.54,4.05,7.32,1.65,4.2,7.7,1.53,3.9,6.73
